Question,Option_1,Option_2,Option_3,Option_4,RC,year
153. Comparando los test de hipótesis unilaterales (1 cola) y bilaterales (2 colas):,1. Los tests bilaterales siempre dan valores de p superiores.,2. Los tests bilaterales siempre dan valores de p menores.,"3. Si un test unilateral es significativo, también lo será el bilateral.",4. Un test bilateral es más sensible que un unilateral.,1,2015
154. Un test que permite comparar dos muestras independientes cuando la variable se distribuye normalmente y las muestras tienen homogeneidad de varianza es:,1. t de Student con n1+n2 grados de libertad.,2. t de Student con (n1+n2)-1 grados de libertad.,3. t de Student con (n1+n2)-2 grados de libertad.,4. Welch.,3,2015
155. El análisis de la varianza (Anova) de una vía:,1. Compara medias de 3 o más muestras independientes.,2. Compara varianzas de 3 o más muestras independientes.,3. Es un test de hipótesis no paramétrico.,4. Utiliza la distribución t de Student.,1,2015
156. Respecto a Paragonimus westermani podemos afirmar que:,1. Miden más de 20 milímetros de longitud.,2. El ovario y los testículos están localizados en un extremo.,3. Se puede establecer el diagnóstico por la presencia de huevos en esputo y heces.,4. Sus huevos son embrionados.,3,2015
157. En la oncocercosis el vector es:,1. Mosca negra (género Simulium).,2. Garrapata.,3. Gasterópodos acuáticos.,4. Piojos.,1,2015
158. En relación con los flagelados se denomina pleomorfo,1. El ciclo vital con un solo tipo morfológico.,2. El ciclo vital en el que ocurren varios tipos morfológicos.,3. Al bastoncillo central de sostén que muestran algunos flagelados.,4. Al cuerpo en forma de óvalo o de bastoncillo que se observa en hemoflagelados.,2,2015
159. Los tremátodos:,1. Son todos monoicos.,2. Los huevos de todos ellos son operculados.,3. En su superficie ventral tienen una o más ventosas musculares.,4. Todos ellos tienen una faringe muscular.,3,2015
160. El vector de la fiebre del valle del Rift es un:,1. Mosquito.,2. Garrapata.,3. Piojo.,4. Pulga.,1,2015
161. NO es producida por la placenta la:,1. Hormona Luteinizante (LH).,2. Gonadotropina coriónica humana (HCG).,3. Progesterona.,4. Somatomamotrofína coriónica.,1,2015
162. ¿Cuál de los siguientes tipos celulares produce testosterona?,1. Células de Sertoli.,2. Células de Leydig.,3. Células mioides.,4. Espermatogonias.,2,2015
163. ¿Dónde se originan las células de la cresta neural?,1. El tubo neural.,2. Los márgenes laterales de la placa neural.,3. Los somitas.,4. El endodermo del  saco vitelino.,2,2015
164. ¿A partir de qué células se origina el esclerotomo?,1. Mesodermo paraaxial.,2. Mesodermo intermedio.,3. Mesodermo lateral.,4. Cordomesodermo.,1,2015
165. ¿Cuál de los siguientes tejidos se introduce a través de la línea primitiva?,1. El sincitiotrofoblasto.,2. El citotrofoblasto.,3. El hipoblasto.,4. El epiblasto.,4,2015
166. Es un gen supresor de tumores:,1. RAS.,2. ABLI.,3. WIT.,4. C-MYC.,0,2015
167. En el análisis de un pedigrí de un rasgo autosómico recesivo:,1. El rasgo aparece más frecuentemente.,2. Las personas afectadas no transmiten el rasgo.,3. Es rasgo tiende a saltar generaciones.,4. El rasgo aparece más frecuentemente en mujeres.,3,2015
168. ¿Qué técnica genética podría utilizar para diagnosticar un síndrome de Miller-Diecker?,1. Citogenética convencional.,2. Hibridación in situ con fluorescencia (FISH) con sonda centromérica.,3. Hibridación in situ con fluorescencia (FISH) con sonda telomérica.,4. Hibridación in situ con fluorescencia (FISH) con sonda locus-específica.,4,2015
169. En una característica del síndrome de PraderWilli:,1. Labio leporino.,2. Retraso mental severo.,3. Risa incontrolada.,4. Obesidad después del año de edad.,4,2015
170. ¿Cuántos cromosomas tendrá un varón con monosomía del cromosoma 7 y nulisomía del cromosoma 8?,1. 43.,2. 45.,3. 44.,4. 42.,1,2015
171. Está bien asociado con su función:,1. ARN ribosómico –procesamiento del pre – ARN mensajero.,2. ARN mensajero – unión a aminoácido.,3. Micro ARN – inhibe la traducción del ARN ribosómico.,4. ARN nucleolar pequeño – procesamiento del ARN ribosómico.,4,2015
172. En eucariotas los intrones del grupo II están presentes en genes:,1. De ARNr.,2. De ARNt.,3. Que codifican proteínas en el núcleo.,4. Que codifican proteínas en las mitocondrias.,4,2015
173. En la edición del ARN intervienen los:,1. ARNs ribosomales guías.,2. ARNs transferentes guías.,3. ARNs mensajeros guías.,4. ARNs ribosomales moldes.,3,2015
174. En un codón de iniciación de la traducción:,1. AUG.,2. UAU.,3. UAG.,4. UGA.,1,2015
175. Es una enfermedad causada por expansión por repetición de trinucleóticos:,1. Síndrome de Noonan.,2. Síndrome de Pearson.,3. Ataxia de Fiedrich.,4. Distrofia muscular de Duchénne.,3,2015
176. La mutación que cambia la secuencia de aminoácidos de la proteínas sin alterar su función se denomina:,1. Neutral.,2. Silenciosa.,3. Supresora intragénica.,4. Supresora intergénica.,1,2015
177. El oncogén C-MYC codifica un:,1. Factor de crecimiento.,2. Factor de transcripción.,3. Receptor de factor de crecimiento.,4. Regulador de ciclo celular.,2,2015
178. La proporción fenotípica dihíbrida en la epistasia simple recesiva es:,1. 9:3:4,2. 12:3:1,3. 9:7,4. 13:3,1,2015
179. Es una enfermedad asociada con defectos en la reparación del ADN:,1. Enfermedad de Tay-Sachs.,2. Acatalasemia.,3. Síndrome de Marfan.,4. Cáncer colorrectal hereditario no polipósico.,4,2015
180. El ARN nucleolar pequeño (ARNsno) está implicado en:,1. El procesamiento del ARNr.,2. La inhibición de la traducción del ARNm.,3. La degradación de otras moléculas de ARN.,4. El procesamiento de los pre-ARNm.,1,2015
181. El mecanismo más f recuente que induce la activación del protooncogen NMYC en el meuroblastoma es:,1. Mutación puntual.,2. Amplificación génica.,3. Deleción.,4. Translocación.,2,2015
182. El locus del gen que codifica la cadena ligera lambda de las inmunoglobulinas es:,1. 14q32.,2. 7q22.,3. 22q11.,4. 2p11.,3,2015
183. La base de datos donde se recoge el catálogo de genes y enfermedades genéticas humanas hereditarias se denomina:,1. Entrez Gene.,2. EMBL.,3. OMIM.,4. INSDC.,3,2015
184. Es una enfermedad con herencia autosómica recesiva:,1. Alcaptonuria.,2. Hipercolesteronemia familiar.,3. Corea de Huntington.,4. Síndrome de Crouzon.,1,2015
185. El gen implicado en la Hemofilia A se localiza en la región cromosómica:,1. Xp28.,2. Xq28,3. 17p12.,4. 18q22.,2,2015
186. Es una enfermedad con herencia dominante ligada al cromosoma X:,1. Distrofia muscular de Duchenne.,2. Enfermedad de Fraby.,3. Fibrosis quística.,4. Hipertricosis.,4,2015
187. Es una enfermedad producida por mutaciones del ADN mitocondrial:,1. Neuropatía óptica hereditaria.,2. Síndrome de Goltz.,3. Síndrome de Hunter.,4. Neurofibromatosis.,1,2015
188. La hemocromatosis primaria es una enfermedad:,1. Mitocondrial.,2. Recesiva ligada al X.,3. Dominante ligada al X.,4. Autosómica recesiva.,4,2015
189. Las mutaciones del gen RAI1 (gen inducido por ácido retinoico) se asocian al síndrome de:,1. Sotos.,2. Marfan.,3. Smith-Magenis.,4. Rett.,3,2015
"190. Para detectar pequeñas deleciones o duplicaciones a nivel genómico, la técnica de elección será:",1. Cariotipo de bandas G.,2. Array CGH.,3. Microarrays de expresión.,4. PCR.,2,2015
"191. La lanzadera de la carnitina al interior de la mitocondria, transporta:",1. Poder reductor.,2. ATP y Pi.,3. Ácidos grasos.,4. Aminoácidos proteicos.,3,2015
192. Es una característica de la piruvato quinasa:,1. Catalizar una reacción reversible.,2. Catalizar una reacción que da lugar a un producto con un solo grupo fosfato.,3. Catalizar una reacción que genera ATP.,4. Participar en la gluconeogénesis.,3,2015
193. El enlace glucosídico en los disacáridos se caracteriza por:,1. Implicar al menos a un carbono anomérico.,2. Tener configuración beta en la maltosa.,3. Ser un enlace N-glucosídico.,4. Presentar carga.,1,2015
194. Caracteriza a los puentes de hidrógeno presentes en la hélice alfa el:,1. Formarse entre cadenas  polipeptídicas adyacentes.,2. Establecerse entre grupo s amino y carbonilo de los enlaces peptídicos.,3. Implicar a grupos cargados positiva y negativamente.,4. Establecerse entre grupos de cadenas laterales.,2,2015
"195. Tienen en común los aminoácidos treonina, tirosina y fenilalanina:",1. Ser aminoácidos apolares.,2. Absorber la luz UV debido a su carácter aromático.,3. Presentar un grupo hidróxilo en su cadena lateral,4. Ser aminoácidos con estructura cíclica.,0,2015
196. Sobre la metilación del DNA es cierto que:,1. Inhibe la transcripción.,2. Puede ser mono- di- o trimetilación.,3. La introducen enzimas denominadas HAT.,4. La eliminan enzimas denominadas HDACs.,1,2015
197. ¿Cuál es el codón de inicio de la traducción y qué aminoácido codifica?,"1. GAU, alanina.","2. UAA, leucina.","3. AUG, metionina.","4. AUU, triptófano.",3,2015
198. Caracteriza a la RNA polimerasa en la transcripción,1. Sintetizar DNA empleando RNA como molde.,2. Iniciar la síntesis del RNA sin necesidad de cebadores.,3. Llevar a cabo la síntesis simultánea de dos cadenas de RNA.,4. Transcribir todo el DNA a RNA.,2,2015
199. La telomerasa es una:,1. Topoisomerasa.,2. Transcriptasa inversa.,3. Helicasa.,4. Exonucleasa.,2,2015
200. Las aminoacil-tRNA sintetasas:,1. Unen el aminoácido al codón.,2. Unen el aminoácido al extremo 3´del tRNA.,3. Unen el aminoácido al brazo del anticodón.,"4. No son específicas, ni para el tRNA ni para el aminoácido.",2,2015
201. Los fragmentos de Okazaki son:,1. El resultado de la proteólisis de la DNA polimerasa.,2. Fragmentos de DNA que se sinsetizan en dirección 3´->5.,3. Fragmentos de RNA que actúan como cebadores.,4. Fragmentos de DNA en la hebra retrasada.,4,2015
202. Los triglicéridos son los lípidos más abundantes en:,1. Quilomicrones.,2. LDL.,3. VHDL.,4. HDL.,1,2015
"203. En relación a la fructosa-2, 6 bifosfato",1. Es un intermedio glicolítico.,2. Es un efector alostérico  de la triacilglicerollipasa.,3. Su concentración regula la velocidad de la glicólisis y de la gluconeogénesis.,4. Es el activador más potente del complejo de la piruvato-deshidrogenasa.,3,2015
204. Es un intermediario en la síntesis de colesterol:,1. Malonil-CoA.,2. 3-Hidroxi-3-metilglutaril-CoA.,3. Propionil-CoA.,4. Butiril-CoA.,2,2015
205. Los enlaces por puente disulfuro de las proteínas:,1. Se rompen fácilmente con urea 8M.,2. Los rompe el tratamiento con betamercaptoetano.,3. Mantienen la estructura primaria de las proteínas globulares.,4. El tratamiento por diálisis provoca su ruptura.,2,2015
206. La luz ultravioleta produce mutaciones principalmente debido a que:,1. Induce desanimación oxidativa de la adenina y de la citosina.,2. Produce la eliminación de una base de la secuencia de bases.,3. Induce la formación de dímeros en secuencias que tengan TT.,4. Genera aumento de los tautómeros menos frecuentes de las bases.,3,2015
207. La actividad peptidil transferasa está localizada en:,1. Nucleótidos del RNA 16S.,2. La subunidad 30S ribosomal.,3. La subunidad 50S ribosomal.,4. Las cadenas laterales de aminoácidos de proteínas de la subunidad grande.,3,2015
208. La holoenzima RNA polimerasa procariótica:,1. No se inhibe por rifampicina.,2. Requiere un cebador para iniciar la transcripción.,3. Participa en el proceso de replicación del DNA.,4. Requiere secuencias específicas para iniciar la transcripción.,4,2015
209. Característicamente los aminoácidos glucogénicos:,1. Pueden producir acetil-coenzima A.,2. Son intermediarios del ciclo de la urea.,3. Podrán contribuir a la síntesis de glucosa.,4. Son el sustrato de r eacciones catalizadas por transaldolasas.,3,2015
210. La ruta de los fosfatos de pentosa produce:,1. NADH y ribosa-5-fosfato.,2. NADOH y ribosa-5-fosfato.,"3. Ribulosa-1,5-fosfato.",4. NADH y Acetil-CoA.,0,2015
211. Los seres humanos NO  pueden sintetizar glucosa a partir de:,1. Glicerol.,2. Alanina.,3. Palmitato.,4. Propinil-CoA.,3,2015
212. En el ciclo de Cori el:,1. Piruvato se convierte en lactato en el hígado.,2. Lactato es fuente de glucosa en el hígado.,3. Lactato se convierte en piruvato en el músculo esquelético.,4. Piruvato es fuente de glucosa en el músculo esquelético.,2,2015
213. Sobre la succinato deshidrogenasa es correcto afirmar:,1. Su producto es el malato.,2. Genera poder reductor en forma de FADH2.,3. Su sustrato es el fumarato.,4. Participa en la gluconeogénesis.,2,2015
214. En la inhibición enzimática,1. Un inhibidor irreversible provoca la desnaturalización del enzima.,2. Los inhibidores acompetitivos se unen al sustrato de la reacción.,3. Un inhibidor competitivo actúa aumentando el valor de Km.,4. Los inhibidores siempre modifican la Vmx.,3,2015
215. De un tejido al que se le añade un desacoplador de la cadena transportadora de electronescabe esperar que:,1. Consuma oxígeno y no produzca ATP.,2. No consuma oxígeno y produzca ATP.,3. Ni consuma oxígeno ni produzca ATP.,4. Incremente la producción de ATP.,1,2015
216. El enlace peptídico:,1. Se mantiene por un puente de hidrógeno entre CO y el NH.,2. Es un enlace de tipo amida.,3. Se rompe cuando la proteína se desnaturaliza.,"4. Es un enlace simple covalente, carece de libertad de giro.",2,2015
217. Es una proteína alostérica:,1. Siempre existe cooperatividad.,2. Los efectores alostéricos compiten por el sitio de la unión al ligando.,"3. Puede haber cooperatividad, si el alosterismo es homotrópico.",4. Todos los sitios de unión de ligandos son equivalentes e independientes.,3,2015
218. Cuando un enzima cataliza una determinada reacción:,"1. El enzima no se modifica, pero pierde su actividad catalítica.",2. Siempre requiere la participación de cofactores.,3. El enzima no se modifica y puede reutilizarse.,4. El enzima se desnaturaliza para facilitar la unión con el sustrato.,3,2015
219. Respecto a la síntesis de ácidos grasos:,1. No requiere bicarbonato.,2. Proporciona NADPH.,3. Los ácidos grasos se transportan al citosol mediante la carnitina.,4. Interviene la proteína portadora de acilo.,4,2015
220. Respecto a la estructura del DNA,1. Contiene el azúcar fructosa.,2. Las bases nitrogenadas se orientan hacia el exterior.,3. Los componentes monoméricos están unidos por enlaces glicosídicos.,4. Está estabilizada por puentes de hidrógeno entre cadenas diferentes.,4,2015
221. ¿Qué caracteriza a la lactato deshidrogenasa en la fermentación láctica?:,1. Tener como sustrato el Acetil-CoA.,2. Liberar CO2.,3. Consumir NADH y producir NAD+.,4. Permitir que continúe la glucolisis en condiciones aerobias.,3,2015
222. La ATP sintasa mitocondrial:,1. Hidroliza ATP cuando los electrones pasan a través de su fracción F0.,2. Presenta un único centro catalítico.,3. Produce ATP empleando la energía de un gradiente de protones.,4. Sintetiza un 10% del ATP del organismo.,3,2015
223. Se sintetiza a partir de ácido araquidónico:,1. Prostaglandinas.,2. Hormonas esteroideas.,3. Hemoglobina.,4. Colesterol.,1,2015
224. Es propio de la acción del glucagón en el hígado la:,1. Activación de la glucógeno fosforilasa.,2. Activación de la glucolisis.,3. Activación de la glucógeno sintasa.,4. Inhibición de la proteína cinasa A.,1,2015
225. La insulina:,1. Inhibe la glucógeno sintasa.,2. Activa la glucógeno sintasa cinasa.,3. Aumenta de los niveles de AMPc.,4. Reduce la entrada de glucosa en la célula.,0,2015
226. La filtración capilar es mayor en el capilar:,1. Sinusoide.,2. Fenestrado.,3. Continuo.,4. De la barrera hematoencefálica.,1,2015
227. Es de secreción exclusivamente serosa la glándula:,1. Parótida.,2. Submaxilar o submandibular.,3. Sublingual.,4. Hígado.,1,2015
228. La replicación inicial del virus varicela-zóster tiene lugar en:,1. El bazo.,2. El hígado.,3. Las vías respiratorias y ganglios linfáticos regionales.,4. Epitelios orales.,3,2015
229. ¿Cuáles de los siguientes patógenos es avirulento si no presenta cápsula?,1. Staphylococcus aureus.,2. Campylobacter coli.,3. Bordetella pertussis.,4. Strepptococcus pneumoniae.,4,2015
230. Los superantígenos bacterianos:,1. Tiene una estructura antigénica polimérica.,2. Son procesados por vía endocítica.,3. Se unen a moléculas HLA-B.,4. Pueden activar una gran diversidad de linfocitos.,4,2015
"231. En una Anova de dos vías, la “p” de la interacción (fármaco x edad) es 0,82. ¿Cómo se interpreta?",1. El efecto del fármaco despende de la edad de los pacientes.,2. El fármaco no es efectivo.,3. El fármaco es más efectivo en jóvenes.,4. El efecto del fármaco no depende de la edad de los pacientes.,4,2015
232. Actúa sobre las células de Sertoli:,1. Testosterona.,2. Hormona luteinizante (LH).,3. Hormona folículo estimulante (FSH).,4. Hormonas liberadoras de FSH/LH.,3,2015
233. El número de genotipo s heterocigóticos distintos en la descendencia de un polihíbrido es:,1. 2n.,2. 4n.,3. 3n-2n.,4. 4n-3n.,3,2015
234. La fibra muscular cardiaca:,1. Se une a otras fibras mediante discos intercalares.,2. Está inervada por el Sistema Nervioso Somático.,3. Presenta triadas bien desarrolladas.,4. Posee de 2 a 3 núcleos en posición central.,1,2015
235. El ion amonio liberado en el músculo se exporta al hígado en forma de:,1. Aminoácidos ramificados.,2. Glutamato.,3. Alanina.,4. Aminoácidos aromáticos.,3,2015
